State,Action,Q-value
"(18, 4)",down,-5.901923320273741
"(18, 4)",left,-5.959084383497019
"(18, 4)",right,-5.915756621894987
"(18, 5)",up,-5.497233441863078
"(18, 5)",down,-5.564931325561348
"(18, 5)",left,-5.625768283607327
"(18, 5)",right,-5.575430745640243
"(18, 6)",up,-4.948279372872009
"(18, 6)",down,-5.276453005666077
"(18, 6)",left,-5.2348001703261
"(18, 6)",right,-5.167621742961977
"(18, 7)",up,-4.357390210223546
"(18, 7)",down,-4.9230861300775155
"(18, 7)",left,-5.047075942290467
"(18, 7)",right,-4.899538776267249
"(18, 8)",up,-3.725544595207899
"(18, 8)",down,-4.637417815608111
"(18, 8)",left,-4.42641925082037
"(18, 8)",right,-4.57065978005309
"(18, 9)",up,-3.0268348791941455
"(18, 9)",down,-4.181221651780962
"(18, 9)",left,-4.059464685009473
"(18, 9)",right,-4.123868832694836
"(18, 10)",up,-2.251626252031784
"(18, 10)",down,-3.561178993841736
"(18, 10)",left,-3.729698297367371
"(18, 10)",right,-3.834945302315177
"(18, 11)",up,-1.3906558000104356
"(18, 11)",down,-3.1728331397025324
"(18, 11)",left,-3.1584730762035274
"(18, 11)",right,-3.319054184974503
"(18, 12)",up,-0.4340620000017702
"(18, 12)",down,-2.3295286275407943
"(18, 12)",left,-2.473463329486423
"(18, 12)",right,-2.8393797781828605
"(18, 13)",up,0.628819999999683
"(18, 13)",down,-1.6411052017099794
"(18, 13)",left,-1.7760200219481612
"(18, 13)",right,-2.3950024263058127
"(18, 14)",up,1.8097999999999563
"(18, 14)",down,-0.8657824410012217
"(18, 14)",left,-1.732124764168762
"(18, 14)",right,-1.2619099350924705
"(18, 15)",up,3.1219999999999852
"(18, 15)",down,-0.04467628944832955
"(18, 15)",left,-0.3804256777392361
"(18, 15)",right,0.655308562403199
"(18, 16)",up,4.579999999999986
"(18, 16)",down,1.1466279186325024
"(18, 16)",left,-0.7417537872741019
"(18, 16)",right,1.3448602640931444
"(18, 17)",up,6.199999999999989
"(18, 17)",down,2.410756679721094
"(18, 17)",left,0.860514840480947
"(18, 17)",right,4.901416128207593
"(18, 18)",up,6.1143132291767515
"(18, 18)",down,4.268091847484055
"(18, 18)",left,3.917914116975793
"(18, 18)",right,7.999999999999991
"(18, 19)",up,-0.1
"(18, 19)",down,1.0969999999999986
"(18, 19)",left,0.14296162363044845
"(18, 19)",right,9.958254420820706
"(19, 0)",up,-6.377883605960971
"(19, 0)",down,-6.348799532553956
"(19, 0)",left,-6.375088576417244
"(19, 0)",right,-6.35971793286858
"(19, 1)",up,-6.326580428491017
"(19, 1)",down,-6.322966624846647
"(19, 1)",left,-6.34586092640344
"(19, 1)",right,-6.321962134050704
"(19, 2)",up,-6.22778838947378
"(19, 2)",down,-6.255540309429017
"(19, 2)",left,-6.257182232640464
"(19, 2)",right,-6.251612727000736
"(19, 3)",up,-6.087541797789406
"(19, 3)",down,-6.117774074730304
"(19, 3)",left,-6.079194460194696
"(19, 3)",right,-6.09696367765421
"(19, 4)",up,-5.866950664003508
"(19, 4)",down,-5.900649272027887
"(19, 4)",left,-5.898431097207696
"(19, 4)",right,-5.865866096456437
"(19, 5)",up,-5.590081841809205
"(19, 5)",down,-5.57920980024121
"(19, 5)",left,-5.615576847112913
"(19, 5)",right,-5.607451114926244
"(19, 6)",up,-5.275333968271616
"(19, 6)",down,-5.266146951777474
"(19, 6)",left,-5.277196185441683
"(19, 6)",right,-5.285151139023823
"(19, 7)",up,-4.89714890364667
"(19, 7)",down,-4.9582949854565
"(19, 7)",left,-4.891165745180322
"(19, 7)",right,-4.892909109575403
"(19, 8)",up,-4.469440430190436
"(19, 8)",down,-4.525808076467155
"(19, 8)",left,-4.408003685532195
"(19, 8)",right,-4.506018976404126
"(19, 9)",up,-4.051990356585071
"(19, 9)",down,-4.193995513832093
"(19, 9)",left,-3.9875898947705544
"(19, 9)",right,-4.125554608735699
"(19, 10)",up,-3.627216151608128
"(19, 10)",down,-3.752152813593888
"(19, 10)",left,-3.3706278559383773
"(19, 10)",right,-3.6294087977477325
"(19, 11)",up,-3.159666807479503
"(19, 11)",down,-3.2156148847217687
"(19, 11)",left,-2.6517452876811474
"(19, 11)",right,-3.171609151139669
"(19, 12)",up,-2.669407172668075
"(19, 12)",down,-2.940209369916614
"(19, 12)",left,-2.0100205690043844
"(19, 12)",right,-2.6712947752279796
"(19, 13)",up,-1.189956123864583
"(19, 13)",down,-2.1212807707693577
"(19, 13)",left,-1.9613976667016322
"(19, 13)",right,-2.1794269637936754
"(19, 14)",up,1.3624697384691675
"(19, 14)",down,-1.592074501231915
"(19, 14)",left,-1.5265884097509586
"(19, 14)",right,-1.4844029886465
"(19, 15)",up,4.081196740557915
"(19, 15)",down,-0.9538149716373286
"(19, 15)",left,-0.7349689426679161
"(19, 15)",right,-0.8578948076998201
"(19, 16)",up,6.109420425196256
"(19, 16)",down,-0.25224425391228833
"(19, 16)",left,0.15858662996937778
"(19, 16)",right,-0.29012181015781413
"(19, 17)",up,7.999586426925827
"(19, 17)",down,0.9719434170733608
"(19, 17)",left,0.2124516464933373
"(19, 17)",right,1.6027174920373994
"(19, 18)",up,9.999999999999993
"(19, 18)",down,5.891882118442056
"(19, 18)",left,5.6504950423696325
"(19, 18)",right,7.640475577442633
"(19, 19)",up,0
"(19, 19)",down,0
"(19, 19)",left,0
"(19, 19)",right,0
